Ano;DscClassificacao;Descricao Categoria;Agente;CNPJ;Ordem IASC;MdaIndicadorQualidade;MdaIndicadorSatisfacao;MdaIndicadorFidelidade;MdaIndicadorValor;MdaIndicadorConfianca;MdaMediaSatisfacaoS1;MdaMediaSatisfacaoS2;MdaMediaSatisfacaoS3;MdaMediaQualidadeInformacao;MdaMediaQualidadeAcesso;MdaMediaQualidadeConfiabilidade;MdaMediaSatisfacao
2015;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cergal;86.439.510./000.1-85;13;77,8;75,7;49,7;41,3;73,6;8,0;8,0;7,4;7,7;8,0;8,2;7,8
2015;Permissionária;Permissionárias até 10 mil unidades consumidoras;Certrel;76.583.962./000.1-82;14;77,8;75,5;57,3;38,5;72,5;7,9;8,1;7,4;7,8;8,2;8,0;7,8
2015;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Creluz-D;91.950.261./000.1-28;15;66,4;75,0;65,5;42,5;73,6;8,1;7,2;7,9;6,8;7,2;6,9;7,8
2015;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Coprel;90.660.754./000.1-60;16;73,8;73,6;62,2;37,2;70,5;7,8;7,8;7,3;7,5;7,8;7,6;7,6
2015;Permissionária;Permissionárias até 10 mil unidades consumidoras;Ceral Anitápolis;75.826.404./000.1-38;17;73,4;73,4;49,2;39,9;72,4;7,8;7,9;7,0;7,9;7,9;7,1;7,6
2015;Permissionária;Permissionárias até 10 mil unidades consumidoras;Ceral-Dis;10.532.365./000.1-10;18;66,7;73,2;84,7;33,2;79,6;8,6;6,8;7,7;6,9;7,1;7,0;7,7
2015;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cooperluz;95.824.322./000.1-61;19;75,8;72,4;64,8;40,4;67,9;7,6;7,8;7,1;7,9;7,9;7,7;7,5
2015;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cerpalo;85.318.640./000.1-05;20;72,4;72,1;49,4;38,5;70,1;7,7;7,7;7,2;7,2;7,8;7,5;7,5
2015;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Certel Energia;09.257.558./000.1-21;21;65,9;71,5;78,2;52,5;73,2;7,8;7,0;7,5;7,0;7,0;6,9;7,4
2015;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cejama;85.665.990./000.1-30;22;69,6;70,1;60,3;34,9;65,6;7,3;7,6;7,0;7,3;7,3;7,2;7,3
2015;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Ceprag;78.274.610./000.1-70;23;70,3;70,0;64,2;33,9;67,4;7,3;7,5;7,1;7,3;7,4;7,3;7,3
2015;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Ceripa;49.606.312./000.1-32;24;66,0;66,1;41,1;26,8;62,3;7,1;7,1;6,6;6,6;7,0;7,2;6,9
2015;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cercos;13.107.842./000.1-99;25;67,2;66,0;52,4;36,5;65,4;6,6;7,2;6,9;6,4;7,4;7,3;6,9
2015;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cerrp;46.598.678./000.1-19;26;64,7;65,4;52,4;44,5;63,3;6,7;7,3;6,7;6,7;7,1;6,7;6,9
2015;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Ceraçá;09.364.804./000.1-44;27;55,8;65,0;63,3;45,4;65,5;6,7;6,8;7,0;5,7;6,1;6,2;6,9
2015;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cedrap;60.196.987./000.1-93;28;57,9;62,0;51,7;47,5;69,1;7,1;6,6;6,1;6,2;6,1;6,4;6,6
2015;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cetril;49.313.653./000.1-10;29;59,3;60,6;38,5;32,2;62,5;6,6;6,4;6,3;6,3;6,3;6,4;6,5
2015;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cernhe;53.176.038./000.1-86;30;59,1;59,9;35,5;21,7;55,6;6,6;6,5;6,1;6,2;6,3;6,5;6,4
2015;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cerpro;44.560.381./000.1-39;31;61,7;59,1;34,1;29,3;58,1;6,5;6,3;6,2;6,7;6,4;6,6;6,3
2015;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cerej;82.574.864./000.1-81;32;54,9;58,7;48,3;36,6;59,4;6,4;6,3;6,2;5,8;6,3;5,7;6,3
2015;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Certaja Energia;97.839.922./000.1-29;33;56,2;58,3;62,4;42,9;61,3;6,5;6,2;6,0;6,1;6,1;5,9;6,2
2015;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cedri;50.105.865./000.1-90;34;59,6;58,0;33,1;25,9;60,1;6,2;6,3;6,1;6,5;6,4;6,3;6,2
2015;Permissionária;Permissionárias até 10 mil unidades consumidoras;Ceris;57.384.943./000.1-82;35;55,7;56,1;38,6;21,4;56,4;6,1;6,0;6,0;6,0;6,0;5,9;6,1
2015;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cerim;50.235.449./000.1-07;36;56,2;55,4;34,5;28,7;58,7;6,1;6,1;5,7;6,1;6,2;5,9;6,0
2015;Permissionária;Permissionárias até 10 mil unidades consumidoras;Ceres;31.465.487./000.1-01;37;55,6;54,8;34,2;40,7;51,8;6,0;5,8;6,0;6,0;6,2;5,8;5,9
2015;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cermc;52.548.732./000.1-14;38;50,9;53,9;37,7;32,7;57,8;6,6;5,7;5,1;5,6;5,6;5,6;5,8
2014;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Demei;95.289.500./000.1-00;1;85,3;84,7;33,7;25,5;82,5;8,7;8,7;8,4;8,7;8,7;8,7;8,6
2014;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;João Cesa;86.301.124./000.1-22;2;84,3;84,3;45,6;36,8;80,2;8,4;8,7;8,6;8,0;9,0;8,8;8,6
2014;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Eflul;86.531.175./000.1-40;3;82,4;83,9;50,6;34,5;78,1;8,2;8,7;8,8;7,8;8,9;8,5;8,5
2014;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;Santa Maria;27.485.069./000.1-09;4;82,2;82,7;27,9;25,8;80,8;8,4;8,6;8,3;8,6;8,2;8,3;8,4
2014;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;Cooperaliança;83.647.990./000.1-81;5;76,4;80,1;41,1;28,0;73,1;8,3;8,2;8,1;6,8;8,6;8,2;8,2
2014;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Hidropan;91.982.348./000.1-87;6;79,7;79,5;45,3;41,7;74,4;8,3;8,4;7,7;8,1;8,4;8,1;8,1
2014;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Forcel;79.850.574./000.1-09;7;82,1;79,1;32,5;35,7;80,6;7,6;8,8;7,9;8,3;8,6;8,3;8,1
2014;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;Cocel;75.805.895./000.1-30;8;79,5;78,8;33,0;31,9;73,1;7,8;8,4;8,0;8,0;8,4;8,1;8,1
2014;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Mux Energia;97.578.090./000.1-34;9;72,3;77,6;69,8;54,1;78,3;8,2;7,8;8,0;7,4;7,6;7,5;8,0
2014;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Eletrocar;88.446.034./000.1-55;10;76,4;77,2;49,3;46,1;69,5;8,0;8,4;7,5;7,6;8,2;7,8;7,9
2014;Concessionária;Sul acima de 400 mil unidades consumidoras;Copel-Dis;04.368.898./000.1-06;11;75,4;75,2;52,9;36,2;72,7;7,9;8,0;7,4;7,7;7,9;7,7;7,8
2014;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;Energisa Minas Gerais;19.527.639./006.6-01;12;73,5;75,0;39,0;40,0;71,7;7,8;7,8;7,6;7,5;8,0;7,4;7,8
2014;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;Energisa Minas Gerais;19.527.639./000.1-58;12;73,5;75,0;39,0;40,0;71,7;7,8;7,8;7,6;7,5;8,0;7,4;7,8
2014;Concessionária;Sul acima de 400 mil unidades consumidoras;Celesc-Dis;08.336.783./000.1-90;13;74,6;74,6;41,5;37,0;72,9;7,9;8,0;7,3;7,5;8,0;7,6;7,7
2014;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Nova Palma;89.889.604./000.1-44;14;75,5;73,8;49,0;31,8;75,7;7,5;7,8;7,6;7,9;7,8;7,7;7,6
2014;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Neoenergia Elektro;02.328.280./000.1-97;15;71,1;73,2;39,4;41,2;70,0;7,6;7,7;7,5;7,2;7,7;7,3;7,6
2014;Concessionária;Nordeste;Sulgipe;13.255.658./000.1-96;16;71,6;73,0;37,0;31,5;69,8;7,7;7,8;7,3;7,2;7,6;7,4;7,6
2014;Concessionária;Nordeste;Energisa Paraíba;09.095.183./000.1-40;17;64,9;72,7;32,1;38,2;66,4;7,6;7,6;7,5;6,5;7,3;6,7;7,5
2014;Concessionária;Sudeste acima de 400 mil unidades consumidoras;CPFL Paulista;33.050.196./000.1-88;18;70,2;72,2;39,9;38,2;69,4;7,5;7,8;7,2;7,3;7,4;7,3;7,5
2014;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;DMED;23.664.303./000.1-04;19;69,3;72,0;40,1;39,6;69,9;7,2;7,8;7,4;7,1;7,5;7,1;7,5
2014;Concessionária;Sudeste acima de 400 mil unidades consumidoras;EDP Espírito Santo;28.152.650./000.1-71;20;69,3;71,6;39,4;33,3;64,5;7,9;7,4;7,0;7,1;7,3;7,3;7,4
2014;Concessionária;Nordeste;Enel Distribuição Ceará;07.047.251./000.1-70;21;71,5;70,7;32,7;39,1;64,1;7,4;7,5;7,2;7,2;7,8;7,4;7,4
2014;Concessionária;Sudeste acima de 400 mil unidades consumidoras;CPFL Piratininga;04.172.213./000.1-51;22;68,2;70,6;39,7;39,3;67,3;7,5;7,5;7,1;6,9;7,3;7,2;7,3
2014;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Cemig-D;06.981.180./000.1-16;23;67,6;68,8;36,7;36,6;65,5;7,1;7,3;7,1;6,8;7,5;7,0;7,2
2014;Concessionária;Sudeste acima de 400 mil unidades consumidoras;EDP São Paulo;02.302.100./000.1-06;24;68,1;68,6;41,6;32,5;62,9;7,3;7,4;6,8;7,1;7,3;7,0;7,2
2014;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Chesp;01.377.555./000.1-10;25;66,2;68,6;32,7;39,1;63,2;7,4;7,2;7,0;6,3;7,5;7,1;7,2
2014;Concessionária;Centro-Oeste acima de 30 mil unidades consumidoras;Energisa Mato Grosso do Sul;15.413.826./000.1-50;26;66,4;68,5;36,1;36,7;59,3;7,2;7,5;6,8;6,4;7,4;7,1;7,2
2014;Concessionária;Centro-Oeste acima de 30 mil unidades consumidoras;Energisa Mato Grosso;03.467.321./000.1-99;27;65,5;68,3;35,5;34,4;59,4;7,1;7,5;6,9;6,6;7,2;6,9;7,1
2014;Concessionária;Nordeste;Neoenergia Coelba;15.139.629./000.1-94;28;64,2;67,6;27,8;32,8;60,6;7,0;7,4;6,9;6,4;7,2;6,8;7,1
2014;Concessionária;Centro-Oeste acima de 30 mil unidades consumidoras;Neoenergia Brasília;07.522.669./000.1-92;29;64,1;66,8;33,3;39,4;64,4;7,1;7,4;6,5;6,9;7,0;6,5;7,0
2014;Concessionária;Nordeste;Neoenergia Cosern;08.324.196./000.1-81;30;64,1;66,3;39,3;40,8;56,7;7,1;7,0;6,8;6,7;7,0;6,6;7,0
2014;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;Energisa Nova Friburgo;33.249.046./000.1-06;31;68,7;65,8;26,6;28,4;60,5;6,7;7,4;6,7;7,2;7,4;7,0;6,9
2014;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Light;60.444.437./000.1-46;32;63,0;65,5;37,6;34,6;58,5;7,0;7,0;6,7;6,7;6,9;6,4;6,9
2014;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Enel Distribuição São Paulo;61.695.227./000.1-93;33;65,5;65,5;51,7;32,5;66,0;7,3;7,0;6,4;7,1;6,9;6,8;6,9
2014;Concessionária;Nordeste;Energisa Borborema;08.826.596./000.1-95;34;65,4;64,8;45,1;37,2;58,4;7,0;6,9;6,6;6,7;7,0;6,9;6,8
2014;Concessionária;Nordeste;Equatorial Maranhão;06.272.793./000.1-84;35;60,8;64,2;38,6;38,7;56,2;6,7;7,0;6,6;6,3;6,6;6,5;6,8
2014;Concessionária;Sul acima de 400 mil unidades consumidoras;CEEE-D;08.467.115./000.1-00;36;61,5;63,5;37,1;35,6;63,1;6,9;6,8;6,5;6,4;6,8;6,4;6,7
2014;Concessionária;Norte;Amazonas Energia;02.341.467./000.1-20;37;61,0;62,6;34,5;38,1;58,2;6,5;7,1;6,2;6,3;6,8;6,4;6,6
2014;Concessionária;Norte;Amazonas Energia;02.341.467./000.4-73;37;61,0;62,6;34,5;38,1;58,2;6,5;7,1;6,2;6,3;6,8;6,4;6,6
2014;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Enel Distribuição Rio de Janeiro;33.050.071./000.1-58;38;57,8;60,8;25,4;30,8;51,4;6,3;6,7;6,3;6,0;6,5;6,1;6,5
2014;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Iguaçu Energia;83.855.973./000.1-30;39;59,3;60,4;37,2;41,2;60,4;6,2;6,6;6,5;6,2;6,7;6,1;6,4
2014;Concessionária;Nordeste;Energisa Sergipe;13.017.462./000.1-63;40;54,2;58,8;34,3;37,1;55,8;6,4;6,3;6,2;5,8;6,2;5,6;6,3
2014;Concessionária;Norte;Energisa Tocantins;25.086.034./000.1-71;41;60,8;58,8;21,6;35,0;57,2;5,8;6,7;6,3;6,3;6,7;6,4;6,3
2014;Concessionária;Nordeste;Neoenergia Pernambuco;10.835.932./000.1-08;42;53,0;57,4;30,6;35,8;51,4;6,4;6,1;6,0;5,5;6,2;5,6;6,2
2014;Concessionária;Centro-Oeste acima de 30 mil unidades consumidoras;Enel Distribuição Goiás;01.543.032./000.1-04;43;48,5;56,8;27,8;37,7;47,3;6,5;6,0;5,8;4,5;6,2;5,4;6,1
2014;Concessionária;Norte;Energisa Acre;04.065.033./000.1-70;44;58,6;56,7;22,3;34,6;49,6;5,9;6,4;5,9;5,9;6,9;6,1;6,1
2014;Concessionária;Norte;Energisa Rondônia;05.914.650./000.1-66;45;58,5;56,2;36,2;31,7;54,2;5,5;6,5;6,2;6,2;6,4;6,2;6,1
2014;Concessionária;Nordeste;Equatorial Piauí;06.840.748./000.1-89;46;51,9;53,2;29,1;36,0;50,7;5,6;6,0;5,7;5,8;6,0;5,2;5,8
2014;Concessionária;Norte;CEA;05.965.546./000.1-09;47;53,8;53,1;24,9;29,2;47,7;6,0;6,1;5,2;5,7;6,1;5,7;5,8
2014;Concessionária;Nordeste;Equatorial Alagoas;12.272.084./000.1-00;48;50,8;52,3;25,9;31,8;49,8;5,9;5,8;5,5;5,4;6,1;5,2;5,7
2014;Concessionária;Norte;Equatorial Pará;04.895.728./000.1-80;49;46,7;47,5;22,5;36,0;45,9;5,0;5,6;5,2;5,3;5,4;4,9;5,3
2014;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cermissões;97.081.434./000.1-03;1;91,6;91,3;37,6;29,8;89,2;9,3;9,3;9,0;9,2;9,3;9,2;9,2
2014;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Ceriluz;87.656.989./000.1-74;2;90,9;90,8;38,0;32,5;86,4;9,3;9,2;9,0;9,2;9,2;9,1;9,2
2014;Permissionária;Permissionárias até 10 mil unidades consumidoras;Coopermila;75.568.154./000.1-83;3;87,2;89,3;63,8;47,6;85,5;8,9;9,0;9,2;8,4;9,2;8,9;9,0
2014;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cergal;86.439.510./000.1-85;4;84,2;88,9;61,1;37,2;82,6;8,8;9,1;9,0;8,0;8,9;8,8;9,0
2014;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Creluz-D;91.950.261./000.1-28;5;88,1;87,4;65,2;58,2;80,5;8,9;9,2;8,5;8,8;9,1;8,9;8,9
2014;Permissionária;Permissionárias até 10 mil unidades consumidoras;Certrel;76.583.962./000.1-82;6;84,0;86,6;46,1;40,9;78,7;8,6;9,0;8,8;8,0;9,0;8,7;8,8
2014;Permissionária;Permissionárias até 10 mil unidades consumidoras;Coopercocal;86.532.348./000.1-45;7;83,7;86,6;60,4;38,4;80,2;8,7;8,9;8,8;7,8;9,0;8,8;8,8
2014;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Coopera;83.646.653./000.1-70;8;82,2;86,5;50,1;46,5;80,9;8,9;8,9;8,6;7,8;8,7;8,6;8,8
2014;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Coprel;90.660.754./000.1-60;9;86,8;86,3;60,7;56,6;83,5;8,8;9,1;8,5;8,7;9,1;8,6;8,8
2014;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cejama;85.665.990./000.1-30;10;85,0;86,2;53,7;41,5;82,5;8,7;8,9;8,7;7,8;9,2;8,8;8,8
2014;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cersul;86.512.670./000.1-02;11;85,0;86,1;49,8;45,7;80,6;8,7;8,9;8,6;8,2;8,9;8,8;8,7
2014;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cermoful;86.533.346./000.1-70;12;84,5;86,0;49,1;33,8;79,6;8,7;8,9;8,7;8,0;9,1;8,8;8,7
2014;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cergral;86.449.170./000.1-73;13;84,1;86,0;56,4;38,2;77,2;8,4;9,0;8,8;8,0;9,0;8,7;8,7
2014;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Certel Energia;09.257.558./000.1-21;14;84,4;85,9;70,3;49,0;81,6;8,9;8,8;8,5;8,3;8,9;8,6;8,7
2014;Permissionária;Permissionárias até 10 mil unidades consumidoras;Ceral-Dis;10.532.365./000.1-10;15;85,5;84,7;71,4;46,0;85,9;8,7;8,7;8,5;8,5;8,8;8,8;8,6
2014;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cergapa;01.229.747./000.1-89;16;84,1;84,4;53,0;38,6;81,5;8,4;8,7;8,7;7,8;9,2;8,7;8,6
2014;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cerbranorte;86.433.042./000.1-31;17;82,3;83,0;48,2;38,2;75,4;8,1;8,6;8,6;7,7;9,2;8,4;8,5
2014;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cerpalo;85.318.640./000.1-05;18;84,2;82,1;40,6;31,8;79,9;8,5;8,6;8,0;8,5;8,8;8,4;8,4
2014;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Ceprag;78.274.610./000.1-70;19;84,5;81,3;56,1;30,2;79,8;8,4;8,4;8,2;8,6;8,9;8,3;8,3
2014;Permissionária;Permissionárias até 10 mil unidades consumidoras;Ceral Anitápolis;75.826.404./000.1-38;20;77,2;80,2;52,8;41,1;72,7;8,0;8,4;8,2;7,0;8,9;7,9;8,2
2014;Permissionária;Permissionárias até 10 mil unidades consumidoras;Coorsel;86.448.057./000.1-73;21;80,3;79,8;47,4;36,2;73,2;8,2;8,3;8,1;7,3;8,8;8,5;8,2
2014;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cooperluz;95.824.322./000.1-61;22;72,8;74,4;47,7;50,5;74,9;7,9;7,9;7,2;7,2;8,0;7,5;7,7
2014;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cedri;50.105.865./000.1-90;23;71,0;74,2;46,6;49,8;69,3;7,9;7,5;7,6;6,9;7,6;7,7;7,7
2014;Permissionária;Permissionárias até 10 mil unidades consumidoras;Creral;89.435.598./000.1-55;24;58,3;72,5;68,9;54,6;74,3;7,7;6,7;7,8;6,2;6,4;6,2;7,4
2014;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cerej;82.574.864./000.1-81;25;75,0;71,9;38,4;28,5;72,6;7,8;7,6;7,0;7,7;8,1;7,5;7,5
2014;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cetril;49.313.653./000.1-10;26;70,3;71,2;43,1;47,9;63,5;7,8;7,4;7,0;7,0;7,5;7,5;7,4
2014;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cedrap;60.196.987./000.1-93;27;69,9;71,1;28,5;43,5;64,1;6,9;7,9;7,3;7,2;7,6;7,1;7,4
2014;Permissionária;Permissionárias até 10 mil unidades consumidoras;Ceraçá;09.364.804./000.1-44;28;67,5;70,2;55,0;51,4;69,8;7,3;7,2;7,4;6,9;7,2;7,0;7,3
2014;Permissionária;Permissionárias até 10 mil unidades consumidoras;Ceris;57.384.943./000.1-82;29;59,2;67,6;29,3;37,5;60,2;7,2;7,0;7,1;6,0;6,9;6,0;7,1
2014;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cerpro;44.560.381./000.1-39;30;63,9;67,5;32,4;41,2;61,5;7,2;7,1;7,0;6,9;6,7;6,7;7,1
2014;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cermc;52.548.732./000.1-14;31;69,1;66,0;44,4;40,5;69,8;7,2;7,2;6,4;7,3;7,2;7,2;6,9
2014;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cerim;50.235.449./000.1-07;32;58,6;64,8;44,3;48,5;59,9;7,2;6,7;6,7;6,0;6,9;5,9;6,8
2014;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Certaja Energia;97.839.922./000.1-29;33;64,6;64,3;60,9;44,7;62,9;6,8;7,0;6,6;7,0;6,8;6,6;6,8
2014;Permissionária;Permissionárias até 10 mil unidades consumidoras;Ceripa;49.606.312./000.1-32;34;62,4;64,1;25,2;34,6;59,1;6,5;6,9;6,9;6,4;7,1;6,3;6,8
2014;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cernhe;53.176.038./000.1-86;35;62,4;63,4;43,0;31,7;53,1;6,6;6,9;6,5;6,6;6,7;6,5;6,7
2014;Permissionária;Permissionárias até 10 mil unidades consumidoras;Ceres;31.465.487./000.1-01;36;59,8;62,8;32,6;46,1;58,0;6,7;6,8;6,5;6,0;7,0;6,2;6,6
2014;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cercos;13.107.842./000.1-99;37;63,1;60,0;24,8;23,6;57,7;6,0;7,2;5,9;5,8;7,2;7,0;6,4
2014;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cerrp;46.598.678./000.1-19;38;54,3;54,9;47,4;45,8;54,9;5,8;6,0;6,0;5,7;6,1;5,9;5,9
2013;Concessionária;Nordeste;Sulgipe;13.255.658./000.1-96;1;81,8;74,4;61,8;32,8;80,4;8,3;8,2;6,3;8,2;8,5;8,4;7,6
2013;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Eflul;86.531.175./000.1-40;2;84,8;69,7;45,8;34,2;86,2;8,0;6,6;7,1;8,5;8,7;8,7;7,2
2013;Concessionária;Nordeste;Energisa Sergipe;13.017.462./000.1-63;3;75,4;69,6;49,5;33,1;73,9;7,8;7,4;6,5;7,7;7,9;7,7;7,2
2013;Concessionária;Nordeste;Energisa Borborema;08.826.596./000.1-95;4;69,2;69,5;59,9;48,3;69,8;7,6;7,0;7,2;7,3;7,3;7,1;7,3
2013;Concessionária;Nordeste;Enel Distribuição Ceará;07.047.251./000.1-70;5;72,3;69,1;38,8;48,8;69,6;7,2;7,6;6,8;7,3;7,8;7,4;7,2
2013;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;Santa Maria;27.485.069./000.1-09;6;76,7;68,9;36,2;40,6;73,6;7,6;7,2;6,7;8,0;8,0;7,8;7,2
2013;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;João Cesa;86.301.124./000.1-22;7;84,5;68,2;42,1;31,0;82,7;7,8;6,6;6,9;8,4;8,7;8,7;7,1
2013;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Forcel;79.850.574./000.1-09;8;77,6;68,1;42,8;46,8;78,3;7,3;6,8;7,1;7,5;8,3;8,1;7,1
2013;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;Energisa Minas Gerais;19.527.639./006.6-01;9;75,2;68,0;42,4;55,8;78,3;7,8;7,2;6,2;7,7;7,9;7,7;7,0
2013;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;Energisa Minas Gerais;19.527.639./000.1-58;9;75,2;68,0;42,4;55,8;78,3;7,8;7,2;6,2;7,7;7,9;7,7;7,0
2013;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Eletrocar;88.446.034./000.1-55;10;74,9;67,1;55,9;41,9;73,9;7,4;6,8;6,8;7,5;7,8;7,9;7,0
2013;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Demei;95.289.500./000.1-00;11;76,0;66,7;44,8;44,8;79,7;7,5;7,5;5,9;8,2;7,7;7,6;7,0
2013;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Mux Energia;97.578.090./000.1-34;12;75,9;66,6;60,1;39,4;76,0;7,4;6,7;6,8;7,7;7,9;8,0;7,0
2013;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Hidropan;91.982.348./000.1-87;13;69,0;66,6;56,0;38,1;70,4;7,4;6,9;6,6;6,9;7,5;7,3;7,0
2013;Concessionária;Nordeste;Neoenergia Cosern;08.324.196./000.1-81;14;67,8;66,4;34,8;48,0;63,4;7,2;7,1;6,6;6,8;7,5;7,0;7,0
2013;Concessionária;Sul acima de 400 mil unidades consumidoras;CEEE-D;08.467.115./000.1-00;15;76,7;66,2;40,2;37,9;76,3;7,1;6,9;6,9;8,1;8,0;7,6;7,0
2013;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Chesp;01.377.555./000.1-10;16;75,4;65,7;30,0;37,7;75,8;7,2;6,7;6,8;7,5;8,1;7,8;6,9
2013;Concessionária;Sudeste acima de 400 mil unidades consumidoras;CPFL Piratininga;04.172.213./000.1-51;17;60,7;65,7;39,7;41,0;63,4;7,0;7,2;6,5;6,0;6,7;6,6;6,9
2013;Concessionária;Centro-Oeste acima de 30 mil unidades consumidoras;Energisa Mato Grosso do Sul;15.413.826./000.1-50;18;68,6;65,3;34,7;38,1;66,8;7,3;6,9;6,4;6,9;7,4;7,2;6,9
2013;Concessionária;Sudeste acima de 400 mil unidades consumidoras;EDP Espírito Santo;28.152.650./000.1-71;19;68,1;64,1;35,2;36,8;68,2;7,2;7,0;6,1;7,0;7,3;7,1;6,7
2013;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Nova Palma;89.889.604./000.1-44;20;70,5;63,6;56,8;43,3;74,3;7,2;6,6;6,3;7,2;7,6;7,3;6,7
2013;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Cooperaliança;83.647.990./000.1-81;21;78,0;62,5;39,6;28,6;66,2;7,2;6,4;6,2;7,8;8,2;8,1;6,6
