Ano;DscClassificacao;Descricao Categoria;Agente;CNPJ;Ordem IASC;MdaIndicadorQualidade;MdaIndicadorSatisfacao;MdaIndicadorFidelidade;MdaIndicadorValor;MdaIndicadorConfianca;MdaMediaSatisfacaoS1;MdaMediaSatisfacaoS2;MdaMediaSatisfacaoS3;MdaMediaQualidadeInformacao;MdaMediaQualidadeAcesso;MdaMediaQualidadeConfiabilidade;MdaMediaSatisfacao
2016;Concessionária;Sul acima de 400 mil unidades consumidoras;CEEE-D;08.467.115./000.1-00;15;72,2;70,8;59,3;35,9;69,1;7,6;7,5;7,0;7,5;7,6;7,4;7,4
2016;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Neoenergia Elektro;02.328.280./000.1-97;16;69,6;69,9;45,2;37,3;66,4;7,6;7,4;6,9;7,2;7,4;7,2;7,3
2016;Concessionária;Sudeste acima de 400 mil unidades consumidoras;EDP Espírito Santo;28.152.650./000.1-71;17;68,8;69,1;37,0;35,0;66,4;7,3;7,6;6,7;7,2;7,3;7,1;7,2
2016;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Iguaçu Energia;83.855.973./000.1-30;18;66,1;69,0;27,7;43,0;63,5;7,2;7,7;6,6;7,0;7,0;6,8;7,2
2016;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Eflul;86.531.175./000.1-40;19;66,1;68,9;28,0;24,9;64,1;7,5;7,4;6,7;6,9;7,1;6,9;7,2
2016;Concessionária;Nordeste;Energisa Sergipe;13.017.462./000.1-63;20;71,3;68,5;38,1;36,5;64,9;7,4;7,4;6,7;7,3;7,6;7,3;7,2
2016;Concessionária;Sudeste acima de 400 mil unidades consumidoras;CPFL Paulista;33.050.196./000.1-88;21;68,8;68,0;42,6;32,0;66,8;7,4;7,4;6,5;7,2;7,3;7,1;7,1
2016;Concessionária;Sudeste acima de 400 mil unidades consumidoras;CPFL Piratininga;04.172.213./000.1-51;22;67,0;67,9;45,0;36,3;64,2;7,3;7,2;6,8;7,0;7,1;7,0;7,1
2016;Concessionária;Centro-Oeste acima de 30 mil unidades consumidoras;Energisa Mato Grosso do Sul;15.413.826./000.1-50;23;64,3;66,9;32,1;30,6;58,9;7,1;7,0;7,0;6,6;7,0;6,8;7,0
2016;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;João Cesa;86.301.124./000.1-22;24;68,0;66,7;28,1;21,7;63,1;7,2;7,4;6,3;6,9;7,3;7,1;7,0
2016;Concessionária;Nordeste;Enel Distribuição Ceará;07.047.251./000.1-70;25;64,4;65,9;51,8;37,2;60,4;6,9;7,2;6,7;6,6;7,1;6,6;6,9
2016;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;Cooperaliança;83.647.990./000.1-81;26;65,0;65,9;26,9;27,1;59,1;7,0;7,2;6,5;6,7;7,0;6,9;6,9
2016;Concessionária;Sul acima de 400 mil unidades consumidoras;Celesc-Dis;08.336.783./000.1-90;27;59,2;64,5;43,5;34,3;64,2;6,9;6,8;6,7;6,1;6,4;6,4;6,8
2016;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Cemig-D;06.981.180./000.1-16;28;65,1;64,0;44,7;31,8;62,1;7,1;6,7;6,5;6,7;7,1;6,8;6,8
2016;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Light;60.444.437./000.1-46;29;65,4;63,9;30,4;26,5;55,6;7,0;7,2;6,1;6,9;7,2;6,5;6,7
2016;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;DMED;23.664.303./000.1-04;30;65,5;63,5;34,9;21,6;63,2;6,8;6,9;6,4;6,6;7,1;7,0;6,7
2016;Concessionária;Centro-Oeste acima de 30 mil unidades consumidoras;Neoenergia Brasília;07.522.669./000.1-92;31;61,0;63,2;27,8;24,3;57,2;7,2;6,5;6,3;6,0;6,9;6,5;6,7
2016;Concessionária;Nordeste;Equatorial Alagoas;12.272.084./000.1-00;32;60,4;62,0;42,7;33,9;57,5;6,8;6,7;6,3;6,1;6,7;6,5;6,6
2016;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Chesp;01.377.555./000.1-10;33;60,8;61,9;29,4;29,4;60,5;6,6;6,8;6,3;5,8;6,9;6,6;6,6
2016;Concessionária;Nordeste;Equatorial Maranhão;06.272.793./000.1-84;34;59,1;61,4;49,1;39,4;59,1;6,4;6,7;6,5;6,4;6,4;6,2;6,5
2016;Concessionária;Nordeste;Neoenergia Coelba;15.139.629./000.1-94;35;56,3;61,0;30,1;31,5;60,0;6,7;6,5;6,2;5,8;6,3;6,0;6,5
2016;Concessionária;Norte;Energisa Rondônia;05.914.650./000.1-66;36;58,2;60,8;28,6;32,2;52,3;6,6;6,7;6,1;5,6;6,6;6,4;6,5
2016;Concessionária;Sudeste acima de 400 mil unidades consumidoras;EDP São Paulo;02.302.100./000.1-06;37;60,6;60,4;42,0;41,2;59,8;6,9;6,1;6,3;6,3;6,6;6,4;6,4
2016;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Enel Distribuição Rio de Janeiro;33.050.071./000.1-58;38;63,0;59,9;25,5;25,5;54,3;6,5;6,8;5,9;6,8;6,9;6,2;6,4
2016;Concessionária;Norte;Energisa Tocantins;25.086.034./000.1-71;39;58,0;59,2;26,5;27,2;55,5;6,5;6,5;6,0;5,4;6,8;6,3;6,3
2016;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;Energisa Minas Gerais;19.527.639./006.6-01;40;61,6;58,9;32,8;22,8;58,6;6,7;6,6;5,7;6,6;6,8;6,2;6,3
2016;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;Energisa Minas Gerais;19.527.639./000.1-58;40;61,6;58,9;32,8;22,8;58,6;6,7;6,6;5,7;6,6;6,8;6,2;6,3
2016;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Enel Distribuição São Paulo;61.695.227./000.1-93;41;57,7;58,0;40,8;35,5;58,3;6,5;6,2;6,0;6,2;6,3;6,1;6,2
2016;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;Cocel;75.805.895./000.1-30;42;51,7;57,4;46,7;24,3;57,1;6,2;6,0;6,3;5,4;5,8;5,7;6,2
2016;Concessionária;Norte;Energisa Acre;04.065.033./000.1-70;43;53,5;56,5;21,7;31,7;51,9;6,2;6,2;5,9;5,3;6,3;5,8;6,1
2016;Concessionária;Centro-Oeste acima de 30 mil unidades consumidoras;Enel Distribuição Goiás;01.543.032./000.1-04;44;49,1;53,0;28,3;27,6;44,8;6,0;5,9;5,4;4,7;6,1;5,4;5,8
2016;Concessionária;Centro-Oeste acima de 30 mil unidades consumidoras;Energisa Mato Grosso;03.467.321./000.1-99;45;52,8;52,9;34,7;31,7;48,7;5,7;5,9;5,7;5,1;6,1;5,9;5,8
2016;Concessionária;Norte;Amazonas Energia;02.341.467./000.1-20;46;51,9;52,3;46,2;39,6;52,0;5,9;5,7;5,5;5,6;5,8;5,7;5,7
2016;Concessionária;Norte;Amazonas Energia;02.341.467./000.4-73;46;51,9;52,3;46,2;39,6;52,0;5,9;5,7;5,5;5,6;5,8;5,7;5,7
2016;Concessionária;Nordeste;Equatorial Piauí;06.840.748./000.1-89;47;40,3;42,6;45,1;36,9;42,4;4,9;4,7;4,9;4,7;4,6;4,6;4,8
2016;Concessionária;Norte;CEA;05.965.546./000.1-09;48;41,2;38,3;30,9;34,1;34,2;4,1;4,8;4,4;4,9;4,6;4,6;4,4
2016;Concessionária;Norte;Equatorial Pará;04.895.728./000.1-80;49;36,8;35,5;37,5;26,5;34,8;3,9;4,4;4,2;4,1;4,4;4,5;4,2
2016;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cermissões;97.081.434./000.1-03;1;89,0;89,4;70,2;47,8;85,2;9,1;9,3;8,7;9,1;9,0;8,9;9,0
2016;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cergal;86.439.510./000.1-85;2;84,0;87,3;52,8;34,3;80,4;8,9;9,0;8,6;8,2;8,7;8,8;8,9
2016;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Coprel;90.660.754./000.1-60;3;85,5;87,2;61,5;42,8;83,1;9,0;9,1;8,4;8,4;8,9;8,8;8,8
2016;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Creluz-D;91.950.261./000.1-28;4;82,2;87,2;50,1;49,3;82,2;9,0;9,4;8,2;8,0;8,8;8,4;8,9
2016;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Ceriluz;87.656.989./000.1-74;5;83,8;86,8;75,3;49,6;82,5;8,9;9,2;8,2;8,7;8,4;8,5;8,8
2016;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cooperluz;95.824.322./000.1-61;6;83,2;83,5;64,9;51,3;82,7;8,5;8,8;8,2;8,8;8,5;8,3;8,5
2016;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Certel Energia;09.257.558./000.1-21;7;82,5;82,3;55,6;51,6;83,1;8,7;8,4;8,1;8,1;8,6;8,5;8,4
2016;Permissionária;Permissionárias até 10 mil unidades consumidoras;Coorsel;86.448.057./000.1-73;8;80,2;82,1;48,6;41,4;73,9;8,6;8,5;8,1;8,0;8,3;8,3;8,4
2016;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Ceraçá;09.364.804./000.1-44;9;76,7;80,4;48,2;47,2;75,7;8,4;8,7;7,5;7,6;8,2;7,8;8,2
2016;Permissionária;Permissionárias até 10 mil unidades consumidoras;Coopermila;75.568.154./000.1-83;10;77,4;79,1;49,5;47,6;66,3;9,1;7,8;7,2;7,6;7,9;8,3;8,0
2016;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Certaja Energia;97.839.922./000.1-29;11;81,2;79,1;62,8;44,9;77,8;8,3;8,4;7,6;8,3;8,5;8,1;8,1
2016;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cermoful;86.533.346./000.1-70;12;75,4;78,5;49,8;35,6;72,6;8,2;8,2;7,8;7,6;7,9;7,9;8,1
2016;Permissionária;Permissionárias até 10 mil unidades consumidoras;Creral;89.435.598./000.1-55;13;75,4;78,1;56,6;39,3;71,6;8,2;8,3;7,6;7,5;8,1;7,8;8,0
2016;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cergapa;01.229.747./000.1-89;14;74,4;77,6;46,8;45,3;66,0;9,0;7,6;7,3;7,5;7,7;8,0;7,9
2016;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cerbranorte;86.433.042./000.1-31;15;77,8;77,0;49,5;43,8;69,5;8,1;8,1;7,5;7,9;8,0;8,1;7,9
2016;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cergral;86.449.170./000.1-73;16;76,4;75,8;44,4;41,0;64,9;8,2;8,0;7,2;7,8;7,8;8,0;7,8
2016;Permissionária;Permissionárias até 10 mil unidades consumidoras;Ceral-Dis;10.532.365./000.1-10;17;67,0;74,2;60,1;46,6;72,4;8,1;7,5;7,5;7,0;7,1;6,9;7,7
2016;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Coopera;83.646.653./000.1-70;18;66,8;73,9;49,6;44,1;68,9;8,1;7,8;7,0;6,9;7,1;7,0;7,6
2016;Permissionária;Permissionárias até 10 mil unidades consumidoras;Coopercocal;86.532.348./000.1-45;19;65,0;72,8;48,0;40,3;66,0;8,0;7,5;7,1;6,6;7,0;6,9;7,5
2016;Permissionária;Permissionárias até 10 mil unidades consumidoras;Certrel;76.583.962./000.1-82;20;65,5;69,8;42,3;37,4;64,9;7,8;7,3;6,7;6,8;7,1;6,9;7,3
2016;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cernhe;53.176.038./000.1-86;21;66,7;69,6;54,7;40,2;67,5;7,6;7,2;6,9;6,9;7,2;6,9;7,3
2016;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cercos;13.107.842./000.1-99;22;75,1;67,9;36,9;43,4;68,0;6,9;7,6;6,8;7,6;7,9;7,9;7,1
2016;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cersul;86.512.670./000.1-02;23;59,6;67,5;57,3;42,8;67,2;7,8;6,4;6,9;6,3;6,2;6,6;7,0
2016;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cejama;85.665.990./000.1-30;24;58,3;66,9;55,7;38,7;67,0;7,8;6,2;7,0;6,1;6,1;6,5;7,0
2016;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cedrap;60.196.987./000.1-93;25;64,3;66,8;51,7;40,5;64,4;7,4;6,8;6,8;6,7;6,8;6,9;7,0
2016;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cerpro;44.560.381./000.1-39;26;60,4;65,8;51,8;44,5;63,8;7,5;6,9;6,4;6,6;6,5;6,2;6,9
2016;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Ceprag;78.274.610./000.1-70;27;57,3;65,3;54,7;36,5;64,7;7,7;6,2;6,7;6,0;6,1;6,4;6,9
2016;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cetril;49.313.653./000.1-10;28;61,3;64,2;46,2;37,5;64,6;7,1;6,6;6,7;6,4;6,6;6,5;6,8
2016;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Ceripa;49.606.312./000.1-32;29;60,9;64,0;45,1;38,6;61,4;7,0;6,6;6,7;6,5;6,6;6,4;6,8
2016;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cerpalo;85.318.640./000.1-05;30;55,6;62,8;54,6;35,6;63,4;7,3;5,9;6,6;6,0;6,0;6,0;6,6
2016;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cerej;82.574.864./000.1-81;31;53,6;59,8;56,5;37,7;60,3;6,8;5,7;6,5;5,8;5,8;5,9;6,3
2016;Permissionária;Permissionárias até 10 mil unidades consumidoras;Ceral Anitápolis;75.826.404./000.1-38;32;54,0;58,9;51,9;37,3;59,2;6,5;5,9;6,5;5,9;5,9;5,8;6,3
2016;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cermc;52.548.732./000.1-14;33;56,8;57,4;39,7;30,7;57,4;6,5;6,2;5,7;6,1;6,1;6,1;6,2
2016;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cerrp;46.598.678./000.1-19;34;52,1;56,4;38,8;40,1;57,9;6,4;6,0;5,8;5,8;5,8;5,4;6,1
2016;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cedri;50.105.865./000.1-90;35;53,0;55,2;37,5;32,3;55,7;6,3;5,8;5,8;5,8;5,8;5,8;6,0
2016;Permissionária;Permissionárias até 10 mil unidades consumidoras;Ceres;31.465.487./000.1-01;36;53,2;52,8;29,3;27,6;47,9;6,1;6,2;5,0;5,6;6,2;5,6;5,8
2016;Permissionária;Permissionárias até 10 mil unidades consumidoras;Ceris;57.384.943./000.1-82;37;51,1;51,6;38,1;33,9;53,7;5,8;5,7;5,4;5,6;5,7;5,5;5,6
2016;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cerim;50.235.449./000.1-07;38;48,1;51,1;33,7;28,3;50,0;5,9;5,4;5,5;5,4;5,3;5,3;5,6
2015;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Mux Energia;97.578.090./000.1-34;1;79,0;74,8;61,0;20,6;72,4;8,2;8,2;6,9;8,1;8,2;8,0;7,7
2015;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;João Cesa;86.301.124./000.1-22;2;78,8;73,6;43,9;28,4;71,8;7,5;8,1;7,2;7,9;8,3;8,0;7,6
2015;Concessionária;Nordeste;Sulgipe;13.255.658./000.1-96;3;73,1;71,6;55,8;31,2;69,5;7,3;7,7;7,3;7,0;7,9;7,8;7,4
2015;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;Energisa Minas Gerais;19.527.639./006.6-01;4;68,2;70,1;42,8;31,7;67,2;7,7;7,2;7,0;7,2;7,1;7,2;7,3
2015;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;Energisa Minas Gerais;19.527.639./000.1-58;4;68,2;70,1;42,8;31,7;67,2;7,7;7,2;7,0;7,2;7,1;7,2;7,3
2015;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Eflul;86.531.175./000.1-40;5;69,7;70,1;47,5;23,0;64,4;7,4;7,6;6,9;7,1;7,4;7,3;7,3
2015;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Hidropan;91.982.348./000.1-87;6;67,1;69,4;42,4;22,7;66,9;7,1;7,3;7,4;6,8;7,3;7,0;7,2
2015;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Demei;95.289.500./000.1-00;7;66,9;69,3;45,8;27,9;63,4;7,1;7,6;7,0;7,1;7,0;7,0;7,2
2015;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Forcel;79.850.574./000.1-09;8;69,5;66,9;43,9;27,0;73,0;6,8;7,3;7,0;7,2;7,3;7,3;7,0
2015;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Cemig-D;06.981.180./000.1-16;9;65,5;66,7;44,0;31,8;65,1;7,1;7,0;6,8;6,8;6,9;6,9;7,0
2015;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;Cooperaliança;83.647.990./000.1-81;10;71,4;66,6;26,4;30,4;61,8;6,9;7,5;6,5;7,0;7,8;7,5;7,0
2015;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Eletrocar;88.446.034./000.1-55;11;62,4;66,5;46,9;25,9;64,6;7,3;6,8;6,8;6,5;6,8;6,5;7,0
2015;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;DMED;23.664.303./000.1-04;12;68,6;65,2;54,6;33,7;62,8;7,3;6,9;6,1;6,9;7,2;7,4;6,8
2015;Concessionária;Nordeste;Energisa Borborema;08.826.596./000.1-95;13;75,6;63,9;36,8;29,3;70,1;6,0;7,4;6,9;7,8;7,9;7,8;6,8
2015;Concessionária;Nordeste;Energisa Paraíba;09.095.183./000.1-40;14;71,0;63,1;40,2;29,6;68,4;6,1;7,0;7,0;7,3;7,4;7,4;6,7
2015;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;Santa Maria;27.485.069./000.1-09;15;70,6;61,2;25,8;18,3;63,2;6,2;6,9;6,5;7,1;7,9;7,1;6,5
2015;Concessionária;Sudeste acima de 400 mil unidades consumidoras;CPFL Paulista;33.050.196./000.1-88;16;60,4;60,8;36,8;21,4;60,4;6,6;6,6;6,3;6,2;6,5;6,6;6,5
2015;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Nova Palma;89.889.604./000.1-44;17;60,8;60,5;48,7;29,1;61,7;6,6;6,6;6,1;6,4;6,6;6,5;6,4
2015;Concessionária;Sul acima de 400 mil unidades consumidoras;Copel-Dis;04.368.898./000.1-06;18;61,5;60,3;35,9;20,5;62,0;6,4;6,6;6,2;6,3;6,8;6,5;6,4
2015;Concessionária;Nordeste;Neoenergia Cosern;08.324.196./000.1-81;19;57,4;59,4;21,8;20,1;58,8;6,0;7,1;5,9;5,7;6,5;6,3;6,3
2015;Concessionária;Sul acima de 400 mil unidades consumidoras;Celesc-Dis;08.336.783./000.1-90;20;58,5;59,1;41,0;23,6;58,2;6,4;6,4;6,1;6,1;6,5;6,2;6,3
2015;Concessionária;Sudeste acima de 400 mil unidades consumidoras;CPFL Piratininga;04.172.213./000.1-51;21;59,1;58,8;32,1;20,3;60,1;6,5;6,3;6,1;6,3;6,4;6,3;6,3
2015;Concessionária;Nordeste;Energisa Sergipe;13.017.462./000.1-63;22;60,5;58,8;40,9;22,7;56,7;6,1;6,6;6,2;5,8;7,0;6,5;6,3
2015;Concessionária;Sudeste acima de 400 mil unidades consumidoras;EDP Espírito Santo;28.152.650./000.1-71;23;66,7;58,8;21,6;19,9;58,5;6,1;6,4;6,4;6,5;7,5;7,0;6,3
2015;Concessionária;Centro-Oeste acima de 30 mil unidades consumidoras;Neoenergia Brasília;07.522.669./000.1-92;24;59,1;58,3;36,5;22,3;54,8;6,3;6,4;6,0;6,2;6,6;6,2;6,2
2015;Concessionária;Nordeste;Neoenergia Pernambuco;10.835.932./000.1-08;25;63,2;57,4;33,7;32,1;65,7;6,0;6,3;6,2;6,6;6,8;6,6;6,2
2015;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Neoenergia Elektro;02.328.280./000.1-97;26;56,4;57,0;40,0;26,2;56,6;6,3;6,1;6,0;5,9;6,1;6,1;6,1
2015;Concessionária;Nordeste;Equatorial Maranhão;06.272.793./000.1-84;27;52,5;57,0;29,0;32,3;52,2;6,5;6,0;5,9;5,5;5,9;5,8;6,1
2015;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;Energisa Nova Friburgo;33.249.046./000.1-06;28;67,8;56,3;24,3;18,0;56,9;5,8;6,3;6,1;6,9;7,4;7,0;6,1
2015;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Iguaçu Energia;83.855.973./000.1-30;29;52,0;55,9;47,6;30,8;54,9;6,0;6,2;5,9;5,8;5,7;5,5;6,0
2015;Concessionária;Nordeste;Neoenergia Coelba;15.139.629./000.1-94;30;53,3;55,5;29,1;32,8;54,1;6,4;5,9;5,6;5,5;6,1;5,8;6,0
2015;Concessionária;Nordeste;Equatorial Alagoas;12.272.084./000.1-00;31;55,9;54,6;35,9;27,3;52,2;5,9;6,4;5,5;5,4;6,4;6,2;5,9
2015;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Enel Distribuição São Paulo;61.695.227./000.1-93;32;51,7;54,4;35,1;22,0;60,6;6,3;6,0;5,4;5,7;5,6;5,6;5,9
2015;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;Cocel;75.805.895./000.1-30;33;54,1;53,9;44,5;13,1;57,1;5,6;5,8;6,1;5,5;6,1;5,9;5,8
2015;Concessionária;Sul acima de 400 mil unidades consumidoras;CEEE-D;08.467.115./000.1-00;34;52,2;53,0;47,8;26,1;57,3;5,8;5,8;5,7;5,7;5,9;5,5;5,8
2015;Concessionária;Sudeste acima de 400 mil unidades consumidoras;EDP São Paulo;02.302.100./000.1-06;35;52,7;52,8;41,2;27,8;56,1;6,0;5,9;5,2;5,8;5,7;5,7;5,7
2015;Concessionária;Nordeste;Enel Distribuição Ceará;07.047.251./000.1-70;36;48,6;52,2;40,8;31,5;52,6;6,1;5,5;5,5;5,2;5,5;5,4;5,7
2015;Concessionária;Norte;Energisa Rondônia;05.914.650./000.1-66;37;53,0;52,2;29,0;23,3;48,2;5,8;5,7;5,6;5,4;5,9;6,0;5,7
2015;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Enel Distribuição Rio de Janeiro;33.050.071./000.1-58;38;58,8;50,6;20,9;19,9;47,2;5,5;5,6;5,5;6,1;6,8;5,9;5,6
2015;Concessionária;Centro-Oeste acima de 30 mil unidades consumidoras;Energisa Mato Grosso do Sul;15.413.826./000.1-50;39;50,3;50,3;24,7;24,5;50,7;5,5;5,6;5,5;5,4;5,7;5,4;5,5
2015;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Light;60.444.437./000.1-46;40;56,5;49,8;27,5;22,8;46,1;5,4;5,7;5,3;6,2;6,4;5,6;5,5
2015;Concessionária;Norte;Energisa Tocantins;25.086.034./000.1-71;41;52,0;48,0;13,4;16,4;35,5;5,2;5,7;5,0;5,1;6,3;5,7;5,3
2015;Concessionária;Nordeste;Equatorial Piauí;06.840.748./000.1-89;42;44,7;46,8;22,7;32,2;43,8;5,5;5,2;5,0;4,9;5,4;4,8;5,2
2015;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Chesp;01.377.555./000.1-10;43;56,4;46,7;19,2;19,4;44,0;5,0;5,9;4,7;5,2;6,8;6,1;5,2
2015;Concessionária;Norte;Amazonas Energia;02.341.467./000.1-20;44;43,8;45,9;25,2;30,1;43,4;5,3;5,2;4,8;4,9;5,2;4,7;5,1
2015;Concessionária;Norte;Amazonas Energia;02.341.467./000.4-73;44;43,8;45,9;25,2;30,1;43,4;5,3;5,2;4,8;4,9;5,2;4,7;5,1
2015;Concessionária;Norte;Energisa Acre;04.065.033./000.1-70;45;42,6;45,3;33,6;29,0;39,6;4,9;5,3;4,9;4,7;5,0;4,8;5,1
2015;Concessionária;Centro-Oeste acima de 30 mil unidades consumidoras;Energisa Mato Grosso;03.467.321./000.1-99;46;50,1;44,8;10,0;11,5;27,9;5,4;5,5;4,1;5,1;5,8;5,7;5,0
2015;Concessionária;Norte;CEA;05.965.546./000.1-09;47;42,8;42,4;24,4;34,9;38,0;4,7;5,1;4,7;4,7;5,2;4,7;4,8
2015;Concessionária;Centro-Oeste acima de 30 mil unidades consumidoras;Enel Distribuição Goiás;01.543.032./000.1-04;48;45,9;41,3;16,9;15,1;32,0;4,8;5,4;3,9;4,8;5,6;5,1;4,7
2015;Concessionária;Norte;Equatorial Pará;04.895.728./000.1-80;49;42,5;38,1;27,7;24,2;37,2;4,4;4,7;4,1;4,6;5,1;4,8;4,4
2015;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cermissões;97.081.434./000.1-03;1;86,4;83,2;66,6;31,3;75,6;8,7;8,9;7,7;8,8;8,8;8,8;8,4
2015;Permissionária;Permissionárias até 10 mil unidades consumidoras;Coopermila;75.568.154./000.1-83;2;83,5;81,1;67,8;36,0;73,5;8,5;8,6;7,6;8,5;8,5;8,5;8,2
2015;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cergapa;01.229.747./000.1-89;3;82,8;81,0;52,7;35,6;77,0;8,5;8,6;7,8;8,4;8,7;8,3;8,3
2015;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Coopera;83.646.653./000.1-70;4;76,4;79,6;65,6;47,1;74,5;8,3;8,7;7,4;7,5;8,1;7,9;8,1
2015;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cersul;86.512.670./000.1-02;5;81,1;79,2;60,9;40,6;75,5;8,1;8,9;7,2;8,0;8,5;8,3;8,0
2015;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Ceriluz;87.656.989./000.1-74;6;79,4;78,7;66,3;40,6;71,9;8,2;8,4;7,7;8,1;8,2;8,1;8,1
2015;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cermoful;86.533.346./000.1-70;7;80,4;78,6;45,2;46,1;72,5;8,4;8,4;7,3;8,0;8,4;8,3;8,0
2015;Permissionária;Permissionárias até 10 mil unidades consumidoras;Coorsel;86.448.057./000.1-73;8;80,1;78,0;46,2;46,4;69,7;8,1;8,3;7,6;8,0;8,3;8,3;8,0
2015;Permissionária;Permissionárias até 10 mil unidades consumidoras;Creral;89.435.598./000.1-55;9;80,0;78,0;72,3;50,9;79,6;8,4;8,2;7,4;8,2;8,3;8,1;8,0
2015;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cerbranorte;86.433.042./000.1-31;10;77,5;77,6;50,0;38,7;74,3;8,2;8,1;7,5;7,8;8,1;7,9;8,0
2015;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cergral;86.449.170./000.1-73;11;81,1;77,3;45,9;38,2;75,2;7,9;8,1;7,8;8,0;8,5;8,4;8,0
2015;Permissionária;Permissionárias até 10 mil unidades consumidoras;Coopercocal;86.532.348./000.1-45;12;77,4;76,5;64,1;35,9;70,0;8,1;8,3;7,3;7,8;8,1;8,0;7,9
